,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
0,3.758528673805556,-0.063789997021803,-0.3044564308877221,2.071289387818697,0.08563219832529406,-0.011418196931318732,0.2210243461565207,-0.4020891264565316,-1.2891004622984008,1.1415861824589804,-2.691856534441701,-0.7122147248097856,0.6896321481645917,0.004931721749757399,-0.18248890885179875,-0.16043493598537037
1,-2.377892553835209,0.2225816596288505,-0.25425236968172565,-1.0364374701825685,1.1609875295383847,-0.07993957411593325,-0.2151363254420688,-0.6464047471105926,-0.15473079158919592,0.9452641295478982,0.16332316480534967,0.17211005815612165,-0.3918814636412769,-0.05822001462866223,0.37056735563238824,0.2963153498979652
2,1.614216928958963,0.1736202217504088,-1.0480752397812214,-0.09530472896213177,0.34585735024186315,-0.7519982382717785,0.5489215741102,1.0156767763329664,-0.2358936663144059,-0.9446324323023192,0.08572516475309888,-0.3806520661509464,0.520893741217434,0.6637961257843604,0.40677275031484417,0.9195716922517663
3,-2.511419314707232,-1.426293782765095,-0.10503695619804795,0.22125774284562097,-0.4001717221999269,-0.7468673185177243,0.6708630097255252,0.2629532945604537,0.37897316774942913,-0.23750858610331174,0.3490385553360923,0.04327969211428616,0.09151292869768136,0.008651706159065176,0.27847810411244206,-0.05578520995942202
4,-0.4773414712455604,-0.12181820938244724,-0.6651282213998474,0.6290356309532168,-2.162534723717006,0.4235189276198808,0.03777467990314474,-0.6312679517734466,0.6951860001085385,0.4978169918873719,-0.16422102192218727,-0.4060877453355765,0.011845894053452837,0.25954411085368556,-0.02673619514061149,0.453071834021347
5,0.6875946174078844,1.3267060520619562,-0.31449757355843644,-0.2361537335796417,0.7233527525936487,-0.838850380008429,0.5590052590180804,0.46509511549110083,0.46287369288162916,-0.7705231530089397,0.5480176647812639,-0.45092401538547594,0.12603308448529732,0.8756980969789119,-0.2338073329282988,-0.3671245176172017
6,0.5790674789893522,1.3232892411746062,-0.6819587519173014,0.5835926008510273,-0.04735536612792694,-0.5973667479377862,0.5082844991339012,0.2962357945583897,-0.07409051458953954,0.013321138834349261,0.4175108181571816,-0.4996396745361587,-0.23120867287244967,0.5114954904319097,-0.46658109200081826,-0.575101008998413
7,-2.309651695382414,-1.0026258066130649,0.1486521665781798,0.6963323469623768,-0.7961885664349567,-0.6545788307128328,0.6555867145597134,0.3674334847680817,0.13657306862469706,-0.5766299785979778,0.2116872266973094,0.14747440150062177,0.2726082720670279,0.2975733841515638,0.29737079945838873,0.3148520374864555
8,-2.55138483738638,-1.61392247111261,1.380501222682472,1.0013572141289675,0.7534272193987793,-0.8937988432129254,0.8218239540975548,-0.2019146884949992,-0.7399485133070587,-0.016646751838807938,-1.306695211565175,-0.08263434932822115,0.27894795976787917,0.47186897979961967,-0.7813133694068548,0.5357699128481241
9,-4.468359745783282,0.4540008606577065,1.9292617798526948,2.179686714464788,0.8152505774840085,1.7307722677022626,-2.3062637607100096,0.2292138297677963,-2.12846963622424,-0.3478275444706282,-0.3434134159400399,-1.7106889799304137,-0.3903238553140752,0.9006256024924447,2.039421848374315,-0.7995860985858624
